time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel,label
38.42336239999986,100,41,6475,15335,5050,8446,4796,22540,11222,7825,0,0,-1
39.435542799999894,94,48,29041,35055,22438,8612,10802,9870,10521,6266,0,0,-1
40.43783870000061,81,41,541877,49959,8009,15241,8019,9826,15244,4519,0,0,-1
41.4426411,60,48,61908,58137,9423,37140,8047,6334,6301,7511,0,0,-1
42.44885179999983,60,50,5790,13521,1339,15621,5392,26561,13552,4991,0,0,-1
43.45751550000023,67,54,28875,6001,8606,29447,15843,12501,12566,4191,0,0,-1
44.461972900000546,78,64,7453,8077,851,34642,9320,14349,16509,13043,0,0,-1
45.466044100000545,96,57,6074,25689,2396,11452,7502,12423,10846,8832,0,0,-1
46.474117200000364,91,57,12391,11583,1453,8566,4125,10392,10902,5229,0,0,-1
47.47722359999989,83,61,5664,3731,17288,13087,10222,5545,8138,4752,0,0,-1
48.48694810000052,83,57,16365,12561,10796,10180,3091,11272,8520,20361,0,0,-1
49.4979759,78,67,27416,18295,13049,21243,3741,11418,10851,5575,0,0,-1
50.50739470000008,78,74,13931,16906,6719,18312,4147,21456,10837,7113,0,0,-1
51.5186018,77,69,20678,16221,9553,23041,6239,5182,5666,5990,0,0,-1
52.52720920000047,67,67,6878,18938,6497,11581,4108,6539,6911,3307,0,0,-1
53.532687500000065,69,57,6927,28210,1591,14525,10276,12149,17145,4334,0,0,-1
54.54175099999975,53,41,234117,103403,7294,5062,25413,12989,11681,10749,0,0,-1
55.5426823,66,35,22679,5637,11024,2106,11044,7651,3254,18979,0,0,-1
56.54958859999988,77,29,4723,14874,5935,7308,8302,11291,6849,3260,0,0,-1
57.552609200000006,78,35,6513,18567,11857,3647,2323,10608,8371,5105,0,0,-1
58.553565600000184,87,57,116602,2424,4550,3749,1554,2329,2716,1952,0,0,-1
59.56323500000053,87,53,4195,11372,1671,6080,5723,8176,4079,5707,0,0,-1
60.57471720000012,91,56,3679,4259,6819,1952,4370,7344,3927,4536,0,0,-1
61.581520400000045,91,60,3383,11775,12917,7146,7292,11203,7329,8486,0,0,-1
62.58664099999987,87,60,64410,5497,4288,10650,2312,2626,1901,826,0,0,-1
63.592272500000036,83,67,43564,9507,25381,9475,14843,13325,6059,5349,0,0,-1
64.59541940000054,74,66,6229,14603,7592,3671,3793,6616,5636,5248,0,0,-1
65.60028020000027,69,57,14454,30125,6625,5398,12393,9570,6315,5136,0,0,-1
66.60465540000041,74,54,13113,12561,19913,7396,6402,7351,5282,3098,0,0,-1
68.6313185,50,43,224333,148463,36441,4385,20019,6274,3785,4864,0,0,-1
69.63523090000035,37,47,118600,91522,57176,7917,10512,11818,5527,3720,0,0,-1
71.64515100000062,21,53,72365,111634,29513,34498,5753,10199,10550,9571,0,0,-1
74.66956159999972,17,51,16551,5938,7386,12141,9448,3822,5647,5506,0,0,-1
75.6784804,38,57,19060,27568,4113,23931,18634,11721,4883,5015,0,0,-1
77.69500179999977,27,40,285439,118250,6919,1658,6093,3703,3328,3960,0,0,-1
78.70060550000017,37,30,91371,10765,247,2733,1263,1749,1975,2167,0,0,-1
80.71571480000057,23,26,62797,31374,16084,4724,4906,2331,1272,1826,0,0,-1
81.71833220000008,34,26,39643,7048,3869,7280,9228,8745,10950,7947,0,0,-1
82.72444030000042,48,53,4505,7860,2895,27967,6933,4420,7913,8971,0,0,-1
83.73002030000043,63,63,18112,6226,7096,6818,4926,8826,13512,5557,0,0,-1
84.74530260000029,77,67,3239,5463,9055,5984,7236,3582,11399,7705,0,0,-1
85.74814640000022,80,54,6414,17203,1038,2296,3783,14845,14251,3830,0,0,-1
88.77932640000017,90,48,5167,14437,12306,16640,19832,11906,7202,4819,0,0,-1
89.78448780000053,78,38,90787,17743,1040,4460,1031,3852,2992,2088,0,0,-1
90.79180290000022,88,27,75462,43086,18958,5188,20184,25041,11952,4954,0,0,-1
91.80366130000039,83,40,23465,12634,4836,4490,2854,9688,16754,3727,0,0,-1
92.81334599999991,74,37,517000,57597,11430,22997,7519,10584,6899,6296,0,0,-1
93.8230822,84,43,11551,16720,4171,19504,8542,21230,2351,3344,0,0,-1
94.8315932,84,56,9022,5238,12943,11556,4509,9318,7461,2601,0,0,-1
95.84111140000005,80,57,14890,10143,4701,6778,6071,7083,12950,8895,0,0,-1
96.8440713,81,57,89394,109174,36820,26903,13511,21630,8881,5882,0,0,-1
98.86442050000005,54,57,535463,117666,16604,48898,7027,8635,14977,5519,0,0,-1
101.88348399999995,50,51,25057,17413,8041,10190,8232,6906,5151,7418,0,0,-1
102.89638350000041,50,47,20304,19095,5734,3802,8873,8878,10660,6932,0,0,-1
103.90121940000063,66,47,662022,19643,19214,5771,9913,24713,19050,3786,0,0,-1
104.90827580000041,93,41,8179,16714,11983,15961,63350,23733,10320,2603,0,0,-1
105.91164380000009,100,37,6098,19641,3002,8769,9163,11963,6459,3242,0,0,-1
106.91629970000031,88,50,881228,70190,43618,138553,47358,29186,12163,7161,0,0,-1
108.92891789999976,67,54,132702,67764,8682,78045,15808,14554,13322,7812,0,0,-1
109.93977530000029,56,53,11027,49401,4139,12166,5917,12353,5150,6800,0,0,-1
110.9458368000005,60,64,3395,4374,2731,21887,5161,15146,4621,3295,0,0,-1
111.9509564,67,56,320350,24256,12062,11667,9231,11757,7869,6157,0,0,-1
114.97612480000043,88,48,16777,8688,9762,12682,29670,20545,8165,4614,0,0,-1
116.99001880000014,81,44,358127,46568,5058,3715,4831,4739,1819,672,0,0,-1
117.99874749999981,80,40,28957,11061,6090,15090,7458,14976,12804,8171,0,0,-1
119.00799430000006,88,41,12493,14845,12644,13417,8184,21774,6692,14294,0,0,-1
120.02195639999991,81,50,15535,22953,26675,6494,4746,16774,13983,7660,0,0,-1
121.03519000000051,97,57,34834,25237,24412,19512,31114,27801,11394,6415,0,0,-1
122.0423507000005,90,61,28324,20546,50442,15750,56593,20442,15398,3088,0,0,-1
123.04372260000036,83,61,8970,8833,8811,26563,33027,11749,15011,3564,0,0,-1
125.0620785000001,67,57,693336,77051,35033,6262,10051,13078,12317,6196,0,0,-1
128.0811166000003,77,48,13492,26831,10473,10165,45595,26247,19938,14603,0,0,-1
129.0957580000004,78,43,7888,33823,15218,8853,6746,19110,8937,7182,0,0,-1
130.0993165,75,41,24641,23523,13029,20287,31126,10814,7552,6928,0,0,-1
131.10186340000018,91,41,431642,17762,9431,15601,14192,20719,8667,8981,0,0,-1
132.11670479999975,84,56,14212,4708,2808,26556,11054,12275,8335,3531,0,0,-1
133.1231558999998,94,50,61536,41417,12860,17498,40358,15647,16262,1838,0,0,-1
134.12416800000028,91,56,11296,6177,9586,11114,5143,11003,6670,6835,0,0,-1
135.12711180000042,93,54,4304,7495,2625,13501,3691,7830,7546,2340,0,0,-1
136.12842700000056,84,56,4963,23394,7922,8400,4601,11617,2947,5490,0,0,-1
139.14598079999996,96,57,2674,4760,3657,4513,8292,8141,8308,4575,0,0,-1
140.15241979999973,97,51,4818,8467,7225,6488,10383,9708,5360,6490,0,0,-1
141.16226749999987,94,53,6196,7428,5031,31711,15126,13082,6151,4517,0,0,-1
142.1664950000004,93,57,5442,13537,7169,12240,8276,8161,7698,4998,0,0,-1
143.1797618999999,91,61,5813,4988,3035,10925,6927,11921,3395,5449,0,0,-1
144.1902995999999,94,44,21113,29937,7697,2337,4919,13658,3672,4184,0,0,-1
145.19444320000002,96,41,26653,17693,11140,11006,14527,9594,4947,6732,0,0,-1
146.20408270000007,94,40,7720,9337,6861,2914,2907,9539,14876,3586,0,0,-1
149.23478309999973,75,53,47076,30508,27174,8572,10742,18088,5448,5212,0,0,-1
150.24559109999973,81,50,19500,14923,6826,8255,14985,13796,3220,7011,0,0,-1
151.2535426000004,70,51,14322,12030,2636,16155,16345,6988,6829,7976,0,0,-1
152.26468139999997,74,44,7047,50343,14125,4855,7762,9097,10691,4674,0,0,-1
153.27336790000027,84,47,17151,4491,5266,11066,5711,15176,5540,8427,0,0,-1
154.28198900000007,75,51,7194,17418,12772,11352,8180,7922,7033,5785,0,0,-1
155.2908392999998,87,44,4845,11048,3072,7061,14012,11515,9404,4696,0,0,-1
156.2995166999999,90,47,22068,2299,10508,7403,5973,7106,4073,2698,0,0,-1
157.30438589999994,87,41,90187,7633,1950,2277,2745,1789,582,718,0,0,-1
160.3253220000006,81,51,15717,11165,3496,14443,6868,5980,9752,3208,0,0,-1
161.33942829999978,77,50,25102,11753,23991,9359,15061,10695,8265,4410,0,0,-1
162.35433660000035,96,43,4061,6871,1858,4130,5375,15924,4406,3635,0,0,-1
163.36054430000058,94,53,6318,7962,2571,7783,1460,8294,4241,3377,0,0,-1
164.3640804000006,94,48,8895,9283,6178,10046,13398,7070,1425,1704,0,0,-1
165.3793067000006,80,57,6681,9326,5447,7467,7007,5787,4689,4301,0,0,-1
166.38786940000045,78,60,5636,4340,11042,15597,16757,10304,3735,2340,0,0,-1
167.39275700000053,60,53,41143,39292,5957,7990,9444,4011,1635,677,0,0,-1
170.42385689999992,66,56,8282,3421,13750,4653,4826,11335,4870,2591,0,0,-1
171.4341255999998,54,48,44610,38431,9683,2467,9448,4580,7791,4762,0,0,-1
172.4429772000003,54,51,1472,4498,8257,15637,6119,8240,5806,7233,0,0,-1
173.44521669999995,61,64,23849,17129,18947,20464,8640,8912,4332,5503,0,0,-1
174.4467783,54,50,10701,36555,115,7734,4794,11342,8159,3582,0,0,-1
176.46141559999978,47,57,67371,45049,24684,4888,1986,2969,4165,1597,0,0,-1
177.46867029999976,40,48,53357,16909,3967,8689,6427,5522,9843,9408,0,0,-1
178.47738470000058,44,35,16204,27629,3037,7290,8055,9365,5005,9522,0,0,-1
179.4871262000006,63,50,19648,28369,5486,21424,4749,15264,4431,3821,0,0,-1
182.5046686000005,75,48,4499,11892,9068,7549,22496,15910,7289,6935,0,0,-1
183.51479670000026,80,60,9785,6313,11385,14092,9269,12301,11407,6715,0,0,-1
185.52225480000016,75,51,51828,23103,41096,3150,18901,23424,15449,8088,0,0,-1
186.53405459999976,57,53,9167,17830,17100,10947,6185,6543,5405,2699,0,0,-1
187.54500090000056,70,57,14507,13987,12195,3939,5618,12459,5401,3781,0,0,-1
188.54762540000047,75,53,10094,22894,5617,12222,7356,16750,5786,12881,0,0,-1
189.5613161000001,74,50,5684,18876,9426,4517,15427,10972,8121,2872,0,0,-1
190.5669536000005,83,47,32997,12554,9342,13403,10259,12176,8723,14643,0,0,-1
193.5918059000005,84,41,34578,43173,15130,7769,14591,32899,13430,7187,0,0,-1
194.60466629999974,80,43,41156,44264,9609,24188,3462,22110,9698,5047,0,0,-1
195.60754369999995,78,51,4056,5997,4078,10407,4373,6139,5471,6101,0,0,-1
196.62174980000054,77,43,15048,24892,4352,5594,6190,8649,7580,4873,0,0,-1
197.62354030000006,64,54,19739,18467,11561,13861,2004,7590,6847,5933,0,0,-1
198.63631260000056,78,53,11528,6624,4203,10369,6534,20929,6561,2951,0,0,-1
199.6474130000006,80,54,9884,8782,8746,12428,6057,8661,8975,7414,0,0,-1
200.65503919999992,74,64,10357,15632,10213,13827,7514,5844,4774,2927,0,0,-1
201.65978340000038,83,60,11084,5231,9374,1624,10045,7057,8488,8202,0,0,-1
202.6615055000002,70,60,6230,16120,6722,8077,10359,12174,13791,7178,0,0,-1
205.68383020000056,63,50,11976,22407,3873,7887,8121,4829,5933,4316,0,0,-1
206.6857055999999,64,53,1727,7551,10296,24454,16492,6882,3231,5902,0,0,-1
207.69183350000003,69,48,5747,7564,5224,2760,7108,12130,6113,2396,0,0,-1
208.69874609999988,69,44,130986,31569,9762,7229,10966,15277,4630,9579,0,0,-1
209.70745609999994,81,53,2727,9659,14192,16543,26487,15433,8878,12726,0,0,-1
210.71215709999979,93,44,22099,17920,9483,12958,14875,11292,12555,11190,0,0,-1
211.71311200000036,100,48,16713,1978,5635,7442,19768,12984,8820,7434,0,0,-1
212.71965,97,51,14782,9754,9765,14946,7814,8637,9466,13101,0,0,-1
213.72084030000042,78,60,908099,42211,28672,18426,27970,15584,8020,4472,0,0,-1
217.7502470999998,43,63,87443,42100,8145,22997,9410,9873,8483,7408,0,0,-1
218.76687649999985,37,61,9760,23967,20066,14351,8162,7836,8315,7007,0,0,-1
220.7714547000005,48,61,119297,12659,9522,24490,12043,13588,2923,3667,0,0,-1
221.77238360000047,43,38,117497,192017,5236,1308,13950,17991,14211,6539,0,0,-1
222.77597930000047,54,38,116110,3711,7564,15021,16734,10425,7983,4996,0,0,-1
223.78396840000005,63,35,638582,85254,1303,14070,9834,28469,15910,8165,0,0,-1
224.7999202000001,69,29,15790,8929,3623,14697,11212,13840,10779,7500,0,0,-1
225.81012120000014,87,57,28069,10561,16555,8256,9238,15977,10564,5820,0,0,-1
228.8182950999999,74,60,311509,66473,37807,45806,9235,16139,4218,7306,0,0,-1
229.82045519999974,77,66,9626,7717,8118,4543,28803,7396,7754,5357,0,0,-1
230.83273720000034,80,61,16767,11438,5980,10799,32308,20982,14783,11072,0,0,-1
231.8372147,67,53,64249,34377,8131,4186,4639,6535,8714,9515,0,0,-1
232.85084910000023,81,41,26249,15516,3501,4008,7524,8575,5493,5056,0,0,-1
233.85182390000045,75,54,3030,10660,22669,10968,5610,9111,11371,5350,0,0,-1
234.86351190000005,64,57,8510,14499,3480,7338,2339,8026,8282,2104,0,0,-1
235.86698049999995,78,63,12496,12296,4997,6620,3135,11038,3074,4109,0,0,-1
236.87101129999974,77,75,19698,8679,15566,5475,5514,9104,7754,5020,0,0,-1
237.88548300000002,80,69,19817,15643,3859,22858,6845,12440,6561,3529,0,0,-1
240.90003090000027,69,75,59279,16652,18673,7915,9367,5565,8541,4422,0,0,-1
241.9061904,61,70,4971,24429,2957,11720,15063,9125,7953,3786,0,0,-1
242.91119369999979,66,54,15651,12379,1363,1625,5082,6352,3999,6357,0,0,-1
243.9165836000002,87,44,2080069,66146,31632,18475,63363,94211,8485,6086,0,0,-1
244.91758649999974,90,40,11144,19760,6274,1479,10368,8428,9045,2495,0,0,-1
245.92109059999984,83,38,16257,14864,5204,9505,5664,6234,7234,3263,0,0,-1
246.9260135000004,91,53,3846,2136,979,9887,1211,10894,9004,2526,0,0,-1
247.93894550000005,78,69,11505,3317,10442,12287,4449,5845,7005,2164,0,0,-1
248.94008480000048,77,78,484349,14358,13436,3181,7128,9303,8429,2994,0,0,-1
251.9502293000005,78,84,7850,4277,12336,6735,5943,6749,6620,9106,0,0,-1
252.96000319999985,70,80,2556,12887,8173,3118,2007,10901,5055,6856,0,0,-1
253.9663386000002,69,70,27168,38359,15988,18618,11463,12375,12224,13963,0,0,-1
254.97874820000015,63,77,22062,13459,21229,3075,4385,6230,7465,5079,0,0,-1
255.98423309999998,67,67,14266,19233,10817,6654,3447,17771,7088,7831,0,0,-1
256.9944083999999,70,69,12299,6807,5001,5240,4441,11015,6273,6025,0,0,-1
257.99619600000005,75,63,13490,21766,2020,7040,1974,7372,2423,3045,0,0,-1
259.00374869999996,87,64,12969,4219,7129,15838,4770,13406,11011,4381,0,0,-1
260.0114021999998,84,64,7036,5160,8799,8739,23227,10234,3726,5750,0,0,-1
261.0176738,77,67,14085,15728,11369,13614,7343,10119,4086,6959,0,0,-1
264.0332046000003,70,64,5348,34183,10517,1981,16247,7640,6777,2830,0,0,-1
265.0472802000004,77,53,14088,5019,1888,4751,11019,9820,7129,2230,0,0,-1
266.0505615000002,69,51,3415,10314,5498,8616,16419,9214,5534,4347,0,0,-1
267.06110660000013,83,54,20529,6123,1690,7784,15660,9771,4124,6181,0,0,-1
268.07520360000035,67,51,3029,20333,3821,2014,11853,4614,6221,4236,0,0,-1
269.0822280000002,75,47,13729,11512,5962,3522,2383,6997,7598,3476,0,0,-1
270.09186240000054,57,50,4024,13113,8693,7057,13674,2801,9518,3375,0,0,-1
271.09758370000054,37,50,9788,21798,5128,5719,6287,2572,5793,2519,0,0,-1
272.1099800000002,54,61,14318,3868,5170,8440,3431,16783,3918,9628,0,0,-1
275.13094340000043,56,63,3894,17988,15010,11260,9872,16373,7208,8041,0,0,-1
277.1444827000005,63,63,66980,12988,2234,7971,748,3650,1158,706,0,0,-1
278.1490364000001,75,69,29256,20300,23681,4494,9043,11676,4714,6782,0,0,-1
279.15749460000006,63,70,17175,6300,2954,17272,12644,8646,11169,7067,0,0,-1
280.16716710000037,60,61,10639,18064,1112,6903,11838,7136,3771,4187,0,0,-1
281.17434779999985,66,60,5883,14080,2918,10685,13340,7763,4908,4000,0,0,-1
282.1751886000002,75,53,2057,13201,3666,5337,5060,11862,5839,5238,0,0,-1
283.1846807000002,56,47,19655,26374,6660,9095,14144,3058,3344,4530,0,0,-1
284.20012080000015,56,54,8966,12929,8412,5044,7163,6488,6248,2627,0,0,-1
285.2057328000001,50,61,1904,7910,4413,9591,5472,3836,5813,9720,0,0,-1
288.21222560000024,47,66,3647,6761,1241,9721,4867,7257,6869,5486,0,0,-1
289.2211819000004,54,66,65516,48134,15595,5268,1493,9304,4071,8961,0,0,-1
292.2425396999997,40,61,244925,179791,47270,30865,33471,17959,11579,5075,0,0,-1
293.24574649999977,48,56,42769,18719,2830,14325,12187,12497,5385,5757,0,0,-1
294.25862719999986,44,53,3334,13949,6212,11380,19138,11135,7107,7571,0,0,-1
295.2691381000004,43,35,432504,47286,937,2001,7847,5407,5114,2739,0,0,-1
296.2708160000002,57,44,108532,33200,32258,50437,9488,34802,17912,5717,0,0,-1
297.2723977000005,47,43,26719,51379,14687,14018,14208,8502,16516,5870,0,0,-1
298.2780831,50,41,19191,21335,19679,3086,31922,19027,19503,8108,0,0,-1
299.28508130000046,63,63,664845,4973,12666,9873,24912,8615,7401,6162,0,0,-1
302.2990174000006,56,60,1767658,29669,14211,17519,2600,9897,7853,8012,0,0,-1
303.31219580000015,63,60,5094,14808,2848,7199,7877,5794,5386,14444,0,0,-1
304.31919650000054,60,61,6036,16087,1301,10347,3931,9729,12283,6195,0,0,-1
305.32906,37,51,74900,142414,24897,8790,24462,6204,5274,3893,0,0,-1
307.3441536,37,47,265097,74704,20882,24360,11685,16881,8338,7226,0,0,-1
308.3469739000002,37,51,12304,45159,21810,28816,6710,22269,15112,26593,0,0,-1
309.3511575000002,30,54,128521,22851,9129,11153,7274,9728,8923,4867,0,0,-1
310.3585184000003,50,64,6324,20048,20397,1810,2397,8941,4836,4766,0,0,-1
311.3605329000002,47,67,1669,29722,22499,13915,9319,7206,4071,6458,0,0,-1
312.3665608000001,50,57,29996,34807,8375,2270,5955,14579,8168,2908,0,0,-1
315.3809437,43,64,15230,28615,13597,28277,3744,8865,5337,4557,0,0,-1
317.4037994999999,38,61,500957,67696,25376,17794,10571,14514,7402,5433,0,0,-1
318.40751290000026,51,56,11050,18472,9834,13011,19613,14825,25356,3004,0,0,-1
319.4158259000005,56,61,4252,6088,6049,4569,16440,9121,6679,9216,0,0,-1
320.4269703,60,56,142189,26735,20266,5898,10185,7880,6613,3098,0,0,-1
321.4335081999998,63,57,22122,25286,15076,8543,10125,8084,6755,3469,0,0,-1
322.4479501000005,54,63,7994,30219,27654,12522,8356,12299,9229,4272,0,0,-1
323.45567050000045,61,53,6211,20947,3769,3710,12768,5722,4144,4620,0,0,-1
324.46291050000036,78,48,6144,11320,7199,5228,11884,16463,4421,3110,0,0,-1
327.4986316000004,81,53,4389,5947,13227,14977,4597,7962,9343,3143,0,0,-1
328.50900470000033,57,57,11110,24976,8813,16536,15631,4497,9705,5221,0,0,-1
329.52029089999996,67,64,3777,11731,9002,2349,3131,11926,2563,3926,0,0,-1
330.5253539000005,64,60,7419,9403,3514,1716,9687,9910,10881,3301,0,0,-1
331.52621550000003,69,43,8670,11302,706,5381,7154,6304,4966,4050,0,0,-1
332.52912840000045,84,40,10950,8583,4393,2523,8106,5693,6530,2982,0,0,-1
333.53859340000054,90,41,13147,2497,12088,12971,22772,21609,6115,3318,0,0,-1
334.5471819000004,87,40,8294,12275,359,6152,21812,9063,5836,2142,0,0,-1
335.55047840000043,91,44,13372,6165,2158,11902,14765,10749,3762,4736,0,0,-1
336.5547069000004,77,54,19411,21624,5433,28725,8153,5497,4025,3701,0,0,-1
340.58726430000024,57,44,132147,87456,11943,10360,25799,15827,13102,1277,0,0,-1
341.59096750000026,41,43,412821,36825,1264,5862,12624,4049,5175,1559,0,0,-1
343.6102144000006,17,40,239881,174783,37479,25003,24492,16149,10798,7790,0,0,-1
344.6265156999998,10,40,213737,56241,12843,83806,41457,6422,13479,6436,0,0,-1
345.6357699,10,56,267454,32929,12121,64110,16523,16301,4406,4819,0,0,-1
346.6396851999998,27,70,6729,1913,9918,5501,12125,9398,5374,6282,0,0,-1
347.6552148999999,48,75,11806,9972,2231,12460,11976,10102,3865,2583,0,0,-1
348.66112780000003,74,64,25397,15402,1679,6966,5335,8478,3456,4648,0,0,-1
349.6675187000001,84,57,7014,9562,2887,10637,7011,10958,3900,4256,0,0,-1
350.66869620000034,84,56,11033,5180,9917,2935,7936,9917,3613,2271,0,0,-1
354.6943375000001,81,50,57714,22384,5660,4951,15459,9996,8928,1893,0,0,-1
355.7002102000006,80,61,23984,5740,6373,12586,2947,8397,8683,5260,0,0,-1
356.7108179000006,91,51,8907,1810,593,2032,7669,7201,6222,5278,0,0,-1
357.7215513000001,88,43,18017,7297,2430,1716,5276,5546,2857,1742,0,0,-1
358.7240929999998,88,48,2471,15406,6036,3200,5347,7645,8380,3948,0,0,-1
359.7350270000006,88,30,4271,21412,2676,4325,11231,10998,7168,7803,0,0,-1
360.74120719999974,60,40,390239,47415,11111,16888,9591,8818,4681,9197,0,0,-1
363.7721982000003,30,30,112132,184691,11038,7781,10006,3146,3738,1777,0,0,-1
364.77372730000025,23,27,282093,256448,13767,67747,15751,35674,13826,8427,0,0,-1
366.78882729999987,14,21,606462,388911,24970,16596,47652,52988,24523,29265,0,0,-1
369.80942030000006,30,24,7773,11092,4109,13573,7631,14529,18680,19047,0,0,-1
370.81329689999984,51,43,45443,21653,8405,22921,8684,7591,6613,8072,0,0,-1
371.82440399999996,54,47,119071,54476,19721,5375,5021,12164,15220,15261,0,0,-1
372.8323915000001,60,66,8438,11909,6463,10986,3278,6179,3896,2568,0,0,-1
373.84233270000004,54,70,16287,6354,11979,1095,2503,5983,4191,4995,0,0,-1
374.8518353999998,40,57,88514,100349,8650,12377,11138,3168,10235,3263,0,0,-1
377.86522700000023,34,61,312747,176796,89495,18401,12398,23840,5559,13548,0,0,-1
378.86642480000046,21,51,444105,673032,130980,63908,56985,45155,22331,57890,0,0,-1
379.8745757000006,13,40,97893,33107,6806,3753,4867,5160,2935,1930,0,0,-1
380.87883239999974,13,41,419412,1389605,246100,125264,24502,42454,43038,28472,0,0,-1
383.8859858000005,16,47,881560,19558,18695,12817,14806,5939,18293,3278,0,0,-1
384.8868441000004,24,50,29170,29678,8964,7382,6465,6977,8671,4795,0,0,-1
386.8980360000005,21,60,232594,54925,32112,19654,5573,8407,14036,4953,0,0,-1
387.91207510000004,41,67,104315,23601,19673,13046,14427,12809,6871,13348,0,0,-1
388.91346130000056,60,57,7287,6804,2888,5484,9332,14015,3489,11101,0,0,-1
389.9275712999997,61,61,23570,34531,16933,10844,10080,10390,4708,3809,0,0,-1
390.94311149999976,77,51,31659,18533,5111,3866,5360,11448,10163,7941,0,0,-1
391.9584568999999,75,51,14437,22667,11722,13709,6138,8911,10009,3002,0,0,-1
392.96988000000056,50,50,69711,152001,15246,25630,15981,10395,4627,3749,0,0,-1
394.9752110999998,47,54,203203,57576,42476,39242,15760,17091,4690,3691,0,0,-1
397.9917925,38,60,677,14340,6197,4084,5465,3898,5738,2041,0,0,-1
398.9943543999998,50,56,4306,4697,3223,4534,4840,7957,2571,2279,0,0,-1
400.00110510000013,60,61,15363,12698,6029,2381,6231,3845,5891,3252,0,0,-1
401.0072792000001,63,60,21197,8516,13713,4626,10722,4306,5498,3273,0,0,-1
402.01465970000027,60,64,20386,11849,4930,9979,5346,3332,5372,3263,0,0,-1
403.0193159999999,53,63,4513,6935,1574,7284,11514,5449,4640,1350,0,0,-1
404.0243857000005,64,63,10065,2966,4097,876,3447,5349,3021,2987,0,0,-1
405.0267106000001,70,53,26841,26729,2335,10492,10404,14766,3850,4328,0,0,-1
407.0330991999999,64,38,1958496,137359,8744,11465,13240,9093,8911,3946,0,0,-1
408.04583210000055,54,43,25110,17569,5769,8763,3087,3084,4705,1248,0,0,-1
411.0731642999999,57,40,10029,2539,3371,3865,15034,8713,3783,4227,0,0,-1
412.0880096000001,43,57,26944,3621,1140,1682,1131,759,2236,1106,0,0,-1
413.09274840000035,56,56,5928,9610,8174,9968,9300,12121,7690,7419,0,0,-1
414.10269770000014,47,61,21333,10237,3372,6173,5523,5647,8612,3701,0,0,-1
415.10639210000045,61,53,55115,42462,4308,7617,5805,13029,7612,10918,0,0,-1
416.1109484999997,61,47,34699,64240,11029,7707,3390,8904,5578,9648,0,0,-1
417.1145053,56,41,6747,23773,12302,1855,10748,8192,4173,5654,0,0,-1
418.1202051,50,44,25549,38779,15928,17409,8099,10632,12459,3076,0,0,-1
419.1274371999998,47,60,30107,15566,9325,17037,1926,6638,3921,4117,0,0,-1
422.15311399999973,56,64,14752,25074,6969,13670,7824,7279,4176,3688,0,0,-1
424.1727748000003,47,54,192742,140292,18999,12971,7401,8583,7967,4840,0,0,-1
