time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel
410.8087392000007,20,43,2239461,361462,67287,28668,15329,8410,8905,6513,0,0
411.81835000000046,14,40,53017,10431,8701,221,1657,1307,456,319,0,0
412.83274340000025,10,29,703681,40869,5212,2445,826,1400,370,484,0,0
413.83689090000007,13,37,539489,74943,20483,47277,9974,6425,1467,1645,0,0
414.8480276,14,40,467308,153022,50366,18315,4393,5601,2868,1191,0,0
415.8554380000005,7,48,2331,22172,25787,37435,8673,2139,2820,1954,0,0
416.86461190000045,7,66,14080,17762,59594,13476,7260,3040,1006,1140,0,0
417.87424180000016,20,60,33604,55857,11255,13186,6917,16783,2092,1345,0,0
418.88828300000023,47,60,11857,3388,3602,3044,2979,7482,2663,1001,0,0
421.9088335000006,69,47,2650,15399,9714,10612,7163,6484,2798,1245,0,0
422.9205888000006,61,56,6753,12268,17058,10669,4289,3134,2298,975,0,0
423.9313123000002,43,63,2549,11610,14071,12319,6979,2738,1819,1637,0,0
424.9459415000001,37,60,16733,67588,42499,2900,9114,4059,5574,749,0,0
425.95974730000034,16,44,104867,102618,5279,1518,1785,1438,236,297,0,0
426.9716889000001,20,48,13797,3234,29723,11413,7214,6133,2494,1219,0,0
427.9821972,16,44,7342,43461,34097,9303,2756,3320,3789,1598,0,0
428.9866380000003,26,50,24052,16532,17552,13146,5768,6155,1754,1363,0,0
429.9936821000001,34,77,4710,20695,71994,14808,6337,3368,984,2030,0,0
433.0245177000006,26,70,7832,25416,40028,4450,1994,4031,2726,888,0,0
434.03728450000017,34,83,2033,6014,80308,7393,4510,8174,2070,2209,0,0
435.0384526000007,26,81,12060,26746,22327,5565,2761,3221,1100,1684,0,0
436.04214180000054,34,77,9886,8038,17565,22294,14153,3449,1279,1118,0,0
437.0574163000001,8,70,4951,30209,87835,48384,4072,1601,2036,2230,0,0
