time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel
158.51772549999987,43,43,267172,16329,3814,1714,14181,6766,5996,1028,0,0
159.5236563999997,61,40,39248,17045,4249,6935,13772,15909,24221,9013,0,0
160.53604340000038,66,51,16641,39923,34443,23637,24934,14365,12530,3151,0,0
163.56234179999956,80,41,91017,32982,12818,9808,25695,27796,9585,20725,0,0
164.56327770000007,75,56,18852,15962,2768,6723,5638,4857,13451,7780,0,0
165.57299369999964,69,69,10643,7246,5521,13054,14194,9447,14816,10054,0,0
166.57848490000015,70,61,24496,21479,4955,11514,10252,6957,5960,4770,0,0
167.5871846,56,69,26826,37865,29225,8780,30825,9360,7732,9615,0,0
168.58891959999983,63,78,8091,11203,9947,8319,5843,10439,4535,6709,0,0
169.59660129999975,53,48,560801,86897,1644,5079,10394,12740,9647,4236,0,0
170.60153019999962,57,61,7904,8243,10588,14811,4643,10938,11892,12375,0,0
171.61292520000006,75,53,10402,9239,2558,3785,5650,11086,10750,8236,0,0
172.6156751999997,70,47,14449,15566,7286,7994,13128,8425,4172,6749,0,0
176.65872500000023,56,60,576882,240717,49678,6459,47191,8406,15623,5088,0,0
177.67266699999982,53,48,123453,11091,6380,2653,4546,3939,1691,3500,0,0
178.68242399999963,37,51,13494,43172,895,24044,22195,9744,13916,15060,0,0
179.69200639999963,38,64,30287,14393,29328,7482,4255,16266,6829,14845,0,0
180.70138339999994,64,77,28350,15693,3746,23229,25439,17718,9324,8963,0,0
181.7033461000001,77,69,17010,11507,3508,6494,8898,13806,4719,3142,0,0
182.71676990000014,75,81,41847,19823,15088,7525,3882,4994,6980,2747,0,0
183.72286749999967,67,70,15495,20457,12186,9095,18128,6690,5938,4733,0,0
184.7307767000002,69,69,17550,13329,13267,8966,20214,17377,6499,4770,0,0
185.74201100000028,69,69,763320,6237,1461,2519,1835,526,238,101,0,25
188.76722739999968,69,69,355210,14854,9122,4424,3748,3937,1796,549,0,25
189.77337679999982,69,69,1246234,130463,64127,13042,5854,3586,3848,4006,0,25
190.77922769999986,60,66,22805,2650,748,405,2422,885,928,226,0,0
191.78030020000006,63,54,1766123,99008,31900,16172,12493,20725,21061,8431,0,0
192.7861071999996,57,53,602914,79264,36448,4027,9382,13759,20869,17693,0,0
193.7995437999998,53,43,40347,68354,13165,11256,12670,26597,27542,12065,0,0
194.80511120000028,51,30,100252,51206,3214,3539,10813,13243,20278,14453,0,0
195.81183150000015,48,23,569927,96904,15097,4274,10169,11321,16395,20125,0,0
196.82159769999998,53,30,14194,27318,18710,14106,11100,11698,23739,10961,0,0
197.82495850000032,61,44,22936,7194,19006,8966,17398,20807,14819,5592,0,0
200.84880259999954,66,66,34153,11167,6780,8508,12531,9991,4502,9174,0,0
201.85164489999988,88,69,23686,6965,2595,4054,9928,11600,6570,8932,0,0
202.85717599999953,96,54,46287,9140,2477,1400,1719,5591,3556,2431,0,0
203.86159539999971,81,56,8780,20662,13787,8699,5676,6260,23094,5228,0,0
206.88593459999993,51,38,541658,186157,2656,14226,10703,11834,9692,7787,0,0
207.89048509999975,47,56,120401,11734,22773,23183,25565,15326,29100,12679,0,0
208.89891249999982,51,60,14321,25882,25416,23895,12523,18957,8160,10834,0,0
209.90537099999983,54,63,38541,20224,5952,8333,6579,12762,2806,9255,0,0
210.9117428999998,78,78,353062,24027,6306,11726,20375,25734,6813,8013,0,0
213.92370289999963,80,69,207951,15861,11002,3431,2289,9240,2324,3530,0,0
214.93661950000023,77,51,14519,29555,3638,4190,6749,6330,5622,6403,0,0
215.93876350000028,66,60,15261,36281,25754,14434,9433,9508,2337,2551,0,0
216.94895499999984,57,66,10772,16808,3525,9209,6113,8520,3256,3254,0,0
217.95121349999954,57,63,5353,7303,3023,4056,3309,4234,4960,5534,0,0
218.95938769999975,57,88,38450,13065,16074,18819,6748,7989,8398,8344,0,0
219.97029159999965,70,84,11530,4719,7301,3843,8753,7345,5610,2737,0,0
221.99235580000004,64,81,532543,72802,27840,8892,30116,15537,7690,14704,0,0
223.00627079999958,47,66,293946,103185,15364,3243,6095,6066,5364,5165,0,0
224.0105265000002,40,38,300101,163036,22271,6194,5859,17948,20960,17128,0,0
227.02101870000024,40,37,17672,13102,3133,9361,3724,10448,13261,14343,0,0
228.02886020000005,34,17,529626,101473,3441,5030,5614,8278,28104,49130,0,0
229.03447010000036,48,26,11827,79684,25264,16193,19391,26006,17616,39078,0,0
230.04067779999968,50,17,93149,127845,10527,1523,7953,15635,15697,17660,0,0
231.0419748000004,61,10,7835,10001,5052,4228,3812,24588,14898,23427,0,0
232.04642090000016,70,20,19553,37350,6054,3713,14235,10950,28997,13685,0,0
233.06011149999995,81,16,16493,27401,11502,3762,6100,21989,23331,19598,0,0
234.0638055999998,91,43,679694,19911,21302,18578,28906,18529,29711,28197,0,0
236.0852359999999,91,43,1310916,70865,22034,19581,4871,3680,2327,1513,0,25
237.08652319999965,91,43,3373345,101476,67892,40321,32518,35402,12785,6508,0,25
240.1071092000002,91,43,922291,152567,34185,55864,23260,47814,10673,29810,0,25
241.1105692000001,63,30,72576,48482,3892,1509,1195,4335,7757,4341,0,0
242.11574519999976,63,30,2016785,27851,29900,24015,12161,8577,5931,1954,0,51
243.12928889999966,67,35,142740,53629,6343,10137,8222,27225,9721,10134,0,0
244.13696170000003,69,47,10066,13782,22512,1630,2926,23162,5065,4376,0,0
245.14107069999955,66,38,18194,30538,9997,7867,15215,9653,5794,15197,0,0
246.15144119999968,84,61,14709,11252,14435,7485,14064,17133,26534,10839,0,0
247.15378340000007,83,57,139694,42125,6293,6973,15760,18689,15968,11015,0,0
248.1585672000001,77,61,10687,16125,6240,19385,2348,14161,16212,5798,0,0
249.1599980000001,83,64,11608,13726,3351,11026,9362,10645,14559,7561,0,0
252.17949039999985,88,63,8397,10218,3116,17147,5312,26822,8742,6030,0,0
